"Title","Content","Rating","Date","Author","Country","ReviewsCount"
"Cette entreprise est malhonnête","Cette entreprise est malhonnête. J’ai reçu ma bague en août. Après 3 semaines de fonctionnement elle a cessé de fonctionner. 3 mois de combat avec eux pour finalement obtenir un remboursement partiel sous prétexte que je n’ai pas renvoyé la bague dans les 15 jours 😂😂 Elle a marché une semaine de trop. ATTENTION ARNAQUE. Dossier transmis à la DGCCRF. J’irai jusqu’au bout pour récupérer mon argent même si ça doit m’en coûter.

Mise à jour du 22/11 : je vous ai recontacté comme demandé dans votre réponse ci-dessous et voici ce que j’ai reçu en retour ::
“ Bonjour Ariel,
Merci de nous avoir contactés.
Je suis Reina, du service clientèle de Circular.
Je comprends votre frustration et vous présente à nouveau mes excuses pour cette expérience décevante.
Je vous confirme que votre dossier a été clôturé, car le remboursement partiel a été effectué.
Si vous avez d'autres questions ou préoccupations, n'hésitez pas à nous en faire part.
Nous restons à votre disposition pour toute clarification supplémentaire.
Cordialement,”

Une vraie blague 😂😂😂 “ma satisfaction est en réalité le dernier de leurs soucis”. Je suis fatigué, j’ai mis le dossier entre les mains de ma protection juridique. INCROYABLE QU UNE SOCIÉTÉ FRANÇAISE PUISSE SE COMPORTER IMPUNÉMENT DE LA SORTE !!!!

L ARNAQUE CONTINUE DE PLUS BELLE !!

Mise à jour le 23/12 : cette bande descrocs que j’ai contactés suite à meut demande m’ont répondu ça :
“Bonjour Ariel,
Merci de nous avoir contactés.
Je suis Reina, du service clientèle de Circular.
Je comprends votre frustration et je m'excuse sincèrement pour le dérangement.
Le message que vous avez reçu est généré automatiquement après un avis laissé sur Trustpilot, afin de nous assurer que toutes les préoccupations sont prises en compte et que nous avons exploré toutes les options possibles pour résoudre le problème.
Je tiens à vous informer que votre dossier a bien été clôturé par notre service financier.
Merci de votre compréhension.”
CEST HONTEUX!!! CES ESCROCS N ONT AUCUNE ÉTHIQUE","1","2024-11-23T10:43:34.000Z","Arinice","MC","1.0"
"Voleur","Je n'ai qu'un mot : voleur.
Retour d'expérience client : l'anneau connaît de nombreux dysfonctionnements majeurs. Par exemple : la batterie est vide au bout de 3 à 4 heures, les data sont erronées. Un gros écart est relevé sur le traker pas. Pas de données sommeil et les données concernant le cardio n'apparaîssent presque jamais. Point positif : le service client répond aux nombreux mails mais n'apporte aucune solution. J'ai renvoyé l'anneau défectueux inutilisable en septembre depuis plus rien.... c'est purement du vol. A 400 Euros la bague qui ne fonctionne pas du tout, je déconseille fortement cet achat. On comprend que c'est une version beta, mais il n'y a vraiment aucune utilité.","1","2024-11-18T17:54:53.000Z","maud","FR","5.0"
"Grosse déception pour une bague connectéee connectée Circular…","J'ai acheté la bague connectée Circular en pensant trouver un produit high-tech moderne et pratique. Mais dès l'installation, la déception est au rendez-vous. Le logiciel est visiblement pensé pour un écran de PC : sur smartphone, tout est minuscule, illisible, et cliquer devient un parcours du combattant. L’interface semble tout droit sortie des années 90, avec des adresses MAC et des noms internes compliqués, tout sauf convivial. En plus, l'application fait des erreurs à répétition, rendant son utilisation encore plus frustrante.

Comme si cela ne suffisait pas, mon chargeur est tombé en panne après seulement deux jours. Au lieu de simplement le remplacer, le service client complique les choses pour une pièce qui vaut à peine 50 centimes. Pour un produit de cette gamme, c’est vraiment inadmissible.","1","2024-11-13T04:28:22.000Z","Mathieu Yclick","DE","2.0"
"Une qualité médiocre et un support inimaginable","Ce sera donc mon second message sur une expérience totalement incroyable pour une startup qui se veut différente ...
Commande en août, premier dysfonctionnement après 10 jours, changement de la bague après de multiples échanges, réception en septembre, second dysfonctionnement 2 mois après, et le sketch recommence.
On me demande plusieurs choses, des vidéos de la bague sur son chargeur (je ne vois pas l'intérêt), des tests de chargement (charge de plus de 24 heures) et alors que le problème était exactement le même que la première fois.
Une personne charmante dialogue avec moi, elle m'explique que tout se passera bien, que le remplacement est en cours, que je peux demander effectivement de changer la couleur de la bague et que je peux intégrer la liste d'attente pour la bague de seconde génération.
Je me dis alors que tout va bien et que ma première expérience d'août dernier est derrière mois.
Mais Circular reste une société incroyable car en 1 jour, tout peut changer.
Je reçois un mail ce matin, de la même personne avec qui j'avais échangée. Curieusement, elle m'écrit en anglais alors que les premiers échanges étaient en anglais.
Elle m'annonce alors ... ""En fait, je ne suis au courant de rien, le remplacement n'est pas lancé, la bague restera de toute façon en noir et blablabla."".
Je reviens donc une semaine en arrière.
En résumé, fuyez cette société, une startup à deux balles qui propose des produits de mauvaise qualité et un support tout simplement inexistant.
Une jolie image de l'innovation française.","1","2024-11-06T12:57:28.000Z","MIRAMBEAU STEPHANE","FR","23.0"
"JE RECOMMANDE","J'ai eu un peu de retard avec la livraison (île de la Réunion DOM), mais le produit est de qualité j'ai la version silver, les données sont très correct j'utilise une smartwatch Huawei et Amazfit les données recueillir par la bague pour le suivi santé globale sont très similaires a mes montres connecté , je l'ai pas encore tester concernant le suivi sportif mais pour le reste elle est fiable , la batterie tiens 2 jours en mode performance et je pense qu'en mode eco sa tiens facilement 5-6 jours , j'avais lu que pour la synchronisation était catastrophique , la première synchronisation était longue (1-2 minutes) mais après en générale c'est de l'ordre de 30 40 secondes, petit qui m'a fait choisir la bague le système de vibration, un travail a était fait sur la qualité du produit et surtout sur la partie logiciel (application android) juste un bémol concernant l'application j'ai mis la langue en Français mais l'application me pose des question en anglais","5","2024-11-03T13:51:51.000Z","Drakontos","RE","3.0"
"Ne pas commander - la suite 2","La suite des 2 avis précédents.
J’ai finalement reçu une bague de remplacement début Juillet, soit 3 semaines après le dernier post.
Celle-ci a fonctionné plus longtemps que la première (rappel : moins de 15 jours), mais pas plus de 6 semaines. Ensuite problème d’étanchéité qui rend la bague non fonctionnelle (tenue de charge de quelques heures, puis plus aucune).
J’ai donc repris mes discussions passionnantes avec le chat de Circular, et toujours cette capacité à tourner en rond et que tout sera résolu rapidement. C’était le 22 août.
Nous sommes maintenant le 29 octobre et toujours rien !
Entre temps, on m’a proposé de changer le modèle noir (en rupture de stock taille 11) contre le modèle Silver qui est disponible, pour un remplacement immédiat ! J’ai accepté cette proposition pour entendre cette semaine que le modèle Silver était disponible au moment de la proposition mais qu’elle ne l’est plus dorénavant. Et toujours aucune capacité et confirmer un quelconque délai (c’est la principale régularité de Circular : la chaîne d’approvisionnement est une boite noire qu’ils ne semblent aucunement maîtriser).
Bref, toujours aucune idée si je recevrais un jour une bague réellement fonctionnelle , ni sous quel délai.
Pour autant, on voit sur leur site que des promesses de livraison sous 2 semaines ! Quelle blague !
Je confirme donc mes avis précédents de passer son tour et d’économiser le prix conséquent d’un équipement qui n’est pas aboutit qualitativement, et auquel il n’existe aucun service client digne de ce nom.

Édit 29/10 12h : quelle rapidité de réponse de Circular ! Avec exactement le type de message qui n’apporte aucune réponse, comme c’est le cas lors de tout autre échange. Voyons quel résultat cela apporte… En tout cas, une vraie volonté de contrôler l’image projetée sur les communautés, en reconnaissant des imperfections mais en n’apportant aucun correctif. À suivre.","1","2024-10-29T11:56:32.000Z","Frederic DALMAIS","FR","3.0"
"Aucun service après-vente","Aucun remboursement malgré de nombreuses promesses faites par Circular à travers des interlocuteurs à chaque fois différents, et ce après un achat réalisé en novembre 2023 …
Selon moi, il ne faut donner aucune confiance à cette entreprise.","1","2024-10-23T14:54:44.000Z","Ben","FR","3.0"
"Le service client est lamentable","Le service client est lamentable
Je commande une bague en mars.
Déjà je dois attendre 2 mois avant de la recevoir.
Le paiement a été prélevé immédiatement par contre 🤔
Dysfonctionnement en juin et depuis toujours rien. L’envoi doit toujours être réalisé la semaine prochaine
De vagues excuses sur la gêne rencontrée.
Mais aucune action réelle.
Je pense de plus en plus à une arnaque et je vais me rapprocher de la justice pour essayer de récupérer mon argent.","1","2024-10-18T05:51:51.000Z","Bruno Guaglianone","FR","2.0"
"","Je fais partie des contributeurs de la première heure, ceux qui ont cru en votre vision, qui ont investi non seulement de l’argent, mais de la confiance. En retour, nous avons eu droit à quo... Voir plus","1","2025-07-30T21:50:32.000Z","","",""
"","J’aime le fait qu’il n’y ait pas besoin d’abonnement. La bague et l’application fonctionnent parfaitement ensemble, et j’obtiens toutes les informations dont j’ai besoin sans frais supplémentaires.","5","2025-06-18T02:55:40.000Z","","",""
"","Bague qui a fonctionner 2 ou 3jours. Service client contacté dans la foulée Garantie #S-92183. Aucune réactivité. Apres 8mois d'échange, ils me demandent de renvoyer la bague pour remboursement.... Voir plus","1","2025-05-14T12:00:38.000Z","","",""
"","Une version slim qui fait clairement la différence, fiable et discrète. Niveau software : les phases de sommeil ne sont pas toujours bien détectées (surtout pour l'éveil). En attente d'une synch... Voir plus","4","2024-03-27T15:42:19.000Z","","",""
"Un support client affreux","J’ai commandé 2 bagues en Mai. J’en étais très content le premier mois, mais, l’une d’entre elle a cessé de fonctionner au bout d’un mois.
Ça arrive, je contacte le support.
Un peu lent, des vérifications à effectuer. On me confirme l’envoi d’une nouvelle bague en juillet pour août.
Toujours pas de nouvelle bague, le support me demande juste d’attendre.","1","2024-10-15T08:01:47.000Z","Valentin Baud","FR","1.0"
"Bague jamais livrée et jamais remboursée","Bague commandée en juin 2022. Oui oui 2022.... Jamais livrée.
Demande de remboursement effectuée en décembre 2023 ... Jamais remboursé.
Courrier avec AR envoyé a l'adresse du siège social : courrier retourné personne a cette adresse...
Personne ne me répond plus ni par email ni sur les réseaux sociaux..
FUYEZ C'est une arnaque.
Je vais déposer une plainte auprès du procureur de la république pour escroquerie... FUYEZ VRAIMENT","1","2024-10-03T10:19:04.000Z","Olivier SCHULTZ","FR","5.0"
"Aucune nouvelle","J'ai commandé une bague Circular qui devait être livrée en moins de 2 semaines et après 3 semaines aucune nouvelle ....par contre le prélèvement a été bien effectué
ce n'est ni correct ni sérieux","1","2024-10-03T09:32:30.000Z","Annie","FR","3.0"
"Avis 4 : partage d'expérience","Avis 4 : 3 mois après // ASSOCIATION CLIENT MECONTENT : partagez votre experience et vos échanges de mail avec ""Marco"" sur circular.sav.probleme |at| gmx.fr

NOTE 1 : Bravo Circular pour votre passage sur 66 minutes en expliquant votre volonté de développement. Par contre pensez à vous occupez dee vos clients actuels pour commencer.

NOTE 2 : Inutile de me repondre que vous êtes navrés de la situation, que vous comprenez le mécontentement et queo mon dossier est prioritaire car ca fait 4 mois que vous ne tenez pas vos engagements.

--------------------
HISTORIQUE :

24 juin : contact avec le service client pour remplacement dee ma bague
26 juin : validation de la demande et du remplacement et demande de renvoi de la bague qui dysfonctionne
2 juillet : demande dee confirmation de la bonne réception de ma bague suite à une notification de la poste
2 juillet : confirmation du service client de la réception et de la validation définitive du remplacement
8 juillet : message de ma part pour demander quand sera envoyé la nouvelle
9 juillet : réponse ""Après vérification, Votre bague sera pamis la prochaine vague de livraison du mi-Juillet.""
....
24 juillet : toujours rien ni bague ni information. Mais le site indique envoi en moins de 15 jours
...

26 août : Vous figurez déjà sur notre liste de priorités, et ça ne va pas être long.

1 mois de plus et on continue dans l'expérience utilisateur déceptif. Incapable de tenir un engagement.","1","2024-09-17T07:02:46.000Z","Benoit Bautheney","FR","4.0"
"""Design et égèreté séduisants,mais les…","""Design et égèreté séduisants,mais les fonctionnalités doivent encore s'améliorer. L'intégration avec Google Fit est un plus.""""""","5","2024-07-30T12:01:57.000Z","Taybah Atif","GB","1.0"
""". """"Très satisfait it suivi de l'oxygène dans le sang",""". """"Très satisfait it suivi de l'oxygène dans le sang, essentiel pour gérer mon asthme. Mon bien-être s'est nettement amélioré grâce à cette fonctionnalité.""","5","2024-07-30T10:49:53.000Z","Ziggy Zigzag","FR","2.0"
"Bague confortable","Bague confortable, mais I'application est parfois confus et lente à charger les données.","5","2024-07-28T20:52:46.000Z","Henson","FR","1.0"
"Le mode avion est génial","Le mode avion est génial, il stocke plus de 40 jours de données sans synchronisation.","5","2024-07-28T20:41:40.000Z","Jones","FR","1.0"
"Je porte facilement la bague","Je porte facilement la bague, même pour le style, bravo les gars!","5","2024-07-27T23:21:48.000Z","Efren","FR","1.0"
"Mieux vaut payer un peu plus pour avoir une meilleure qualité chez la concurrence","Les avis ont été toujours mitigés, avec des arguments de vente qui sont très bons, mais dont la réalité est toute autre. J’ai un ami qui lui a la bague de chez Oura depuis 2 ans, et on a voulu comparé, du coup j’ai acheté il y a 1 mois la bague Circular Slim.

J’ai été assez déçu de mon expérience, et regrette plus qu’autre chose mon achat que je ne sais pas renvoyer vu que j’ai dépassé les 14 jours de rétractations légales. En résumé :

- Une IA intégrée qui se vend comme coach personnel, mais qui ne fait que lire nos informations pour mettre sous forme de texte. Qui plus est, souvent des erreurs de lecture, des conseils qui prennent pas en compte la réalité, ou des conseils ridicules du style « vous avez eu un sommeil agité cette nuit, vous devriez faire de la méditation ». Bah si j’ai eu un sommeil agité c’est parce qu’il faisait 28° dans ma chambre c’est tout …

- Mesures surévaluées, là où généralement c’est l’inverse. En étant à mon bureau au travail, je fais 7000 pas sur la journée… Mieux encore, au niveau des calories brûlées, je suis à 2900kcal par jour. Je me demande pourquoi je ne perds pas de poids vu que je mange moins de 2400kcal.

- Type d’activité tronqué, considère souvent que je suis en activité sportive et non en zone de stress alors que je suis juste en crise de panique. Quand je fais des siestes de 30 minutes, je suis juste dans une période calme.

- Évaluation de la qualité du sommeil subjective. Même quand j’ai passé une bonne nuit malgré le peu d’heure de sommeil, mon score est faible. Si je fais pas au minimum 9h de sommeil comme j’ai indiqué dans mon idéal de vie, mon score est faible …

- des conseils par notification sur les bonnes périodes pour faire telle ou telle chose. Honnêtement, autant ne rien dire parce que ça se base sur rien du tout. Me proposer des activités mentales à 22:30, on repassera.

- synchronisation des données très lentes. Mais alors, très très lente. En moyenne, j’ai chronométré, avec 2 fois par jour (matin - soir), il faut compter près de 56 secondes.

- qualité de fabrication faible. La peinture se dégrade très vite, je vois déjà des griffes après 1 mois.

- service client, quand je demande de l’aide, on me répond assez vite. Je comprends pas les avis qui disent le contraire parce que je n’ai jamais eu de souci. En revanche, avec tous les soucis que j’ai eu, j’ai dû être beaucoup trop en contact avec eux et ça a tiré en longueur. Mon chargeur ne fonctionnait plus au bout de 4 jours. Plutôt que de simplement m’en renvoyer un autre, je devais faire des démarches et tests pendant des heures. Au final j’ai payé moi-même la livraison d’un nouveau chargeur qui m’a coûté plus de 30€ avec la livraison dont le prix est exorbitant.

Bref, niveau expérience, je suis pas convaincu du tout. Ça donne des bonnes bases, mais ne mérite pas du tout de demander un prix comme celui-ci. Même si elle est moins cher que la concurrence, si j’avais su, j’aurais donné 100€ de plus pour m’assurer de la qualité de celle-ci.","2","2024-07-27T00:05:51.000Z","Jonathan","BE","13.0"
"Cirkulær ring var fantastisk","Cirkulær ring var fantastisk, jeg er glad for denne ring.","5","2024-07-26T22:53:43.000Z","Storey","FR","1.0"
"Une étoile de plus si vous intégrez…","Une étoile de plus si vous intégrez Strave, c'est vraiment basique. Je recommande, je I'utilise quasi tous les jours.","5","2024-07-25T23:44:46.000Z","Butler","FR","1.0"
"Le service client peut être lent","Le service client peut être lent, mais le prix et les fonctionnalités sont top. Bonne affaire, j'attends les prochaines mises à jour.","5","2024-07-25T23:34:40.000Z","Johnson","FR","1.0"
"Facile à porter même pour le style","Facile à porter même pour le style, bravo les mecs! j'ai acheté la derniére version récemment et je suis ravi.","5","2024-07-24T23:10:42.000Z","Rolfes","FR","1.0"
"J'ai soutenu sur Kickstarter et la…","J'ai soutenu sur Kickstarter et la premièrè version ètait nulle, mais la nouvelle est impressionnante. IIs ont fait beaucoup de progrès, bravo à Circular!","5","2024-07-24T00:06:49.000Z","Matthew","FR","1.0"
"La bague suit la santé sans probléme et…","La bague suit la santé sans probléme et donne des conseils personnalisés via I'application.
Trés impressionné!","5","2024-07-24T00:00:30.000Z","Mandell","FR","1.0"
"Bague morte après 1 mois et demi d'utilisation","J'adore les fonctionnalités mais malheureusement après 1 mois et demi d'utilisation la bague s'est arrêtée. Pourtant rien de mystérieux je l'ai juste portée tous les jours dans mon quotidien. Elle s'est également rayée très facilement mais c'est pas tellement le problème pour moi. J'aurais aimé qu'elle dure plus longtemps que ça ! 250€ pour 1 mois c'est léger en termes de qualité produit.","1","2024-07-21T13:27:28.000Z","Sophie","FR","3.0"
"Une bague totalement inutile et absolument pas fiable","J'ai commandé cette bague lorsqu'elle était en vente sur Kickstarter.
- La bague a mis 2 ans pour arriver (alors qu'un délai de 6 mois était annoncé).
- La synchronisation de la bague avec l'application a beaucoup de mal à se faire, en l'occurrence, les données de sommeil ne remontent que très rarement
- Les quelques rares fois ou les données du sommeil s'affichent, les données sont complètement erronées : lorsque je me réveille durant la nuit, la bague ne le détecte pas, et à contrario, lorsque je passe une nuit exceptionnelle, la bague affiche plusieurs éveils.
- Plusieurs bugs ont été rapportés au service client, mais aucun retour, et aucune prise en compte de ces bugs
- J'ai meme essayé de porter 2 bagues en meme temps sur une nuit, une bague professionnelle reconnue par le corps médical et la bague de Circular, les données sont radicalement différentes sur la très grande majortié des indicateurs (taux d'oxygène dans le sang, fréquence cardiaque...)
- Je pense meme que l'équipe de Circular est consciente qu'elle affiche du grand n'importe quoi, c'est pour ça qu'au bout de 2 ans, elle a décidé de supprimer la fonctionnalité d'analyse des différents cycle du sommeil (léger, profond, paradoxal...). Je pense que rien que cette phrase parle d'elle meme, nul besoin de rajouter tous les autres problèmes rencontrés","1","2024-07-21T12:02:43.000Z","Fred yoh","FR","2.0"
"Cette bague est inutile. Circular est un compagnie fantome.","Cette bague est inutile. Tres chere pour ce qu'elle propose: resultats incorrects et aleatoires, synchronisation avec l'application tres longues et un jour sur trois environ, la bague n'enregistre/ne transmet pas de donnees du sommeil. L'application donne trop d'informations inutiles pour masquer le manque d'information reelles. La societe Circular n'est pas en France (si vous passez à Paris, allez voir l'addresse indiquée!) et n'est jamais joignable directement. Cette bague est une arnaque qui vous coutera environ 250€...Vous etes prevenus. Attendez la Samsung Ring","1","2024-07-21T11:04:51.000Z","Gérald Pilard","AE","5.0"
"Dès le premier jour avec la Circular…","Dès le premier jour avec la Circular Ring, j'ai été impressionné par le suivi de mon sommeil et les conseils pratiques. Cela a amélioré de sommeil. Je la recommande vivement!","5","2024-07-18T00:31:31.000Z","Reid","FR","1.0"
"","Je fais partie des contributeurs de la première heure, ceux qui ont cru en votre vision, qui ont investi non seulement de l’argent, mais de la confiance. En retour, nous avons eu droit à quo... Voir plus","1","2025-07-30T21:50:32.000Z","","",""
"","J’aime le fait qu’il n’y ait pas besoin d’abonnement. La bague et l’application fonctionnent parfaitement ensemble, et j’obtiens toutes les informations dont j’ai besoin sans frais supplémentaires.","5","2025-06-18T02:55:40.000Z","","",""
"","Bague qui a fonctionner 2 ou 3jours. Service client contacté dans la foulée Garantie #S-92183. Aucune réactivité. Apres 8mois d'échange, ils me demandent de renvoyer la bague pour remboursement.... Voir plus","1","2025-05-14T12:00:38.000Z","","",""
"","Une version slim qui fait clairement la différence, fiable et discrète. Niveau software : les phases de sommeil ne sont pas toujours bien détectées (surtout pour l'éveil). En attente d'une synch... Voir plus","4","2024-03-27T15:42:19.000Z","","",""
"À fuir !","Ne commandez surtout pas chez Circular : si la bague a le malheur de ne pas convenir à votre doigt, VOUS NE SEREZ PAS REMBOURSÉ ! Cela fait 2 mois que je me bats pour obtenir un remboursement, il n'y a rien à faire. À chaque mail que j'envoie, ils mettent 2 jours à répondre n'importe quoi. C'est une arnaque !","1","2024-07-16T10:39:06.000Z","client","FR","4.0"
"Entreprise et produit déplorable !","Entreprise et produit déplorable !

La slim ring commandée en novembre 2023 ne fonctionne pas, la synchronisation du produit avec l'application est aléatoire. Malgré les relances intempestives auprès du SAV, les réponses sont toujours les mêmes en disant que le service concerné a été alerté et c'est en cours. Les mêmes réponses sont faites, on a le sentiment d'avoir à faire à un chatbot. On vient de me proposer de renvoyer le produit mais on me demande 20€ de frais de retour.
C'est lamentable. A fuir !!!","1","2024-07-09T10:46:18.000Z","Guillaume","FR","12.0"
"Jamais livré ni remboursé","Bague commandée le 15/09/2022 et jamais reçue.
Demande de remboursement faite le 04/02/2024.
Toujours pas remboursé au 27/06/2024.","1","2024-06-27T15:50:47.000Z","Vincent","FR","1.0"
"Commande d'une Ring slim en Novembre…","Commande d'une Ring slim en Novembre 2024 (92157)
Bague finalement livrée Mi Avril a fonctionné un petit mois.
Premier contact avec le service client le 21 Mai et dernier à ce jour aujourd'hui.
La bague ne tenait plus la charge au mieux 4 heures en mode éco et maintenant ne charge plus du tout
Le pire est qu'elle déformée à l'intérieur (sans avoir subit de choc je précise) On dirait en fait que la batterie a gonflé en partie supérieure de la bague.
Leur service client répond mais il attend un retour du service concerné qui lui ne répond pas, laissant penser que le gonflement pourrait être résolu à distance, je rêve...
J'en suis résigné à contacter les services compétents pour obtenir réparation et faire contrôler les agréments, notamment CE car une batterie gonflée après un mois semble dangereuse et difficilement conforme avec les tests de conformité.
Je confirme les avis sur la suppression des messages sur les réseaux, tout message négatif est supprimé directement en ayant fait l'expérience lors de l'attente de livraison.","1","2024-06-21T17:20:02.000Z","Oliv","FR","1.0"
"La bague a fonctionné une dizaine de…","La bague a fonctionné une dizaine de jours puis s'est arrêtée.
N° CR010310C2415002","1","2024-06-21T07:15:26.000Z","Hubert PIETIN","FR","1.0"
"Pire produit, pire SAV","J'ai commandé une bague connectée chez Circular le 19/05/2023, au prix de 292,99 euros. Elle devait originellement arriver en juillet 2023. Elle a été envoyée le 22/11/2023 (!), et reçue le 28/11/2023, après que j'aie contacté une première fois le SAV le 10/10/2023. Après 10 jours d'utilisation, la bague ne fonctionnait déjà plus. J'ai donc recontacté le service client le 12/12/2023, qui m'a fait effectuer beaucoup d'opérations, y compris, le 8/03/2024, donc trois mois plus tard, d'attendre 2 à 4 jours de plus et de tenter de redémarrer la bague. Finalement, le 11/03/2024, le SAV a accepté de m'envoyer une bague de remplacement, que j'ai reçue le 15/03. Dommage, la taille n'était pas bonne. J'ai donc renvoyé, à mes frais, la bague en question. Il a été reçu par Circular le 5/04. Le 24/04, le SAV m'a garanti qu'une nouvelle bague allait m'être envoyée. Le 24/05, constatant que le colis n'avait toujours pas été envoyé, j'ai demandé un remboursement, citant les articles L. 217-4 à L. 217-14 du Code de la Consommation, et les sommant de me rembourser sous 14 jours. Le dernier message reçu du SAV date du 11/06, me garantissant que le processus de remboursement était en cours (sans pouvoir apporter de preuve concrète, ainsi que je leur ai demandé). Nous sommes aujourd'hui le 18/06, plus d'un an après mon achat, j'ai pu utiliser la bague pendant 10 jours au total sur cette période, le SAV me semble surtout tout faire pour gagner du temps. Le fil Reddit consacré à Circular et TrustPilot parlent d'eux-même, soit l'entreprise est purement incompétente à tous les niveaux, soit il s'agit très basiquement d'une arnaque.
NB: Ces pratiques ont été remontées ce jour à la DGCCRF

------

Edit suite à la réponse de Circular : J'ai. Exigé. Un. Remboursement.
Quant à votre affirmation comme quoi la bague de remplacement est envoyée, comme d'habitude, aucune preuve, juste du blabla (Edit: J'ai effectivement reçu un mail comme quoi mon colis était en route, dommage, je vais devoir ENCORE PAYER POUR LE RENVOYER CHEZ CIRCULAR, PARCE QUE C'EST PAS CE QUE J'AI DEMANDÉ, BANDE DE NOUILLES).
Remboursez-moi, pas de négociation. Prochaine étape c'est le conciliateur de justice. Tellement d'efforts pour compenser votre amateurisme...
(et oui la bague qui s'est perdue en chemin, bien évidemment, dommage qu'il n'y a pas un seul mail pour prouver vos dires... vous savez ""Fake it til you make it"" au bout d'un moment ça commence à se voir)

EDIT 2: Finalement, peu après avoir écrit cet avis, j'ai obtenu mon remboursement. Moralité : Circular ne se bougera pas pour vous sans un avis salé sur TrustPilot.","1","2024-06-27T09:19:25.000Z","Arnaud C.","FR","3.0"
"Attention, arnaque au consommateur, pas de remplacement ou remboursement du produit défectueux.","Je suis tellement déçu par cette entreprise qui pourtant semblait prometteuse dès la plateforme de financement participatif (alors tenue par des français). Je rejoins la plupart des avis précédents. Je suis mené en bateau depuis plus de 2 ans et, croyez le ou non, 126 échanges de mails !!!
Méfiez vous vraiment, vous aurez toujours une réponse aux mails envoyés et le seul objectif de ces réponses est de vous faire espérer, de vous faire patienter, et au final... de ne rien faire.
J'ai acheté ma bague circular ring le 6 mai 2022, pour ne la recevoir qu'en juin 2023... Pensant ma patience récompensée, la bague n'a pas fonctionné plus de 10 jours, des premières pannes sont apparues dès la première semaine, cela aurait dû me mettre la puce à l'oreille, mais trop content de l'avoir enfin reçue, je me disais que les évolutions de l'app encore en version beta permettraient des améliorations (pas de chargement sur l'app, fonctionnement de la vibration aléatoire, recharge partielle...). Mais très vite, la bague présente des défauts de charge et devient inutilisable. Après de nombreux échanges avec le service client (une trentaine de mails), contacté le 22 juin 2023, ils acceptent un changement de bague. Je leur retourne donc la première bague reçue pour ne recevoir la ""nouvelle"" (qui en réalité une version beta ratée) que le 15 novembre 2023... soit 5 mois après ma demande de remplacement. Comble de l'ironie, la bague est envoyée sans chargeur (chargeur que j'achète donc sur le site, qui lui arrive en quelques jours et, à la décharge de circular, ils me le remboursent en s'excusant pour la gêne occasionnée). Mais après quelques jours d'utilisation, la bague rencontre de nouveaux problèmes, notamment de chargement justement. C'en est trop, après une nouvelle salve d'une trentaine de mails (pour me refaire faire les mêmes tests inutiles et me faire perdre mon temps 2 mois de plus), le remboursement est accepté. Je retourne donc la bague le 10 janvier 2024 (qu'ils mettent près d'un mois à récupérer, c'est moi qui ai dû contacter le service colissimo pour prouver au service client qu'ils l'avaient bien reçue). Ils me font faire une demande de remboursement par Paypal le 21 février 2024, pour me mener en bateau presque toutes les semaines en me promettant le remboursement dans les jours à venir... finalement, la demande de remboursement Paypal est annulée le 6 mai dernier (beau clin d'oeil, l'achat de la bague ayant été fait jour pour jour 2 ans auparavant). Ils me proposent de faire une nouvelle demande en m'assurant un traitement dans la semaine, puis la semaine d'après, puis la semaine d'après, puis la semaine d'après... bref, vous connaissez la suite, cela fait des mois que cela dure...
Il est intéressant de constater que sur leur page Facebook, il y a de très nombreux commentaires... non visibles 😉 Ils doivent embaucher des personnes pour simplement supprimer les commentaires négatifs qu'ils reçoivent chaque jour par centaine.
Je ne recommande donc absolument pas cette entreprise qui est certes très bonne en marketing et communication, mais absolument pas fiable côté technique, technologie et suivi client.
Je vais maintenant laisser la justice prendre la suite, car je suis épuisé par mes nombreuses relances.
Bon courage à toutes celles et ceux qui sont dans ma situation.","1","2024-06-24T07:57:37.000Z","Geoffroy Gledel","FR","3.0"
"Remboursement quasi impossible, VOLEURS, MENTEURS !","Le lien de suivi de ma commande n'a pratiquement jamais été fonctionnel.

J'attends toujours mon remboursement depuis mi Février.

Après littéralement plusieurs 10aines d'échanges par mails :
- des promesses de remboursement à venir, puis ""en cours""
- des demandes de la somme à rembourser sur PayPal annulées
- des promesses de remboursement d'ici la 12e semaine de 2024
- puis sous 10-15 jours (à plusieurs reprises)
- puis ça n'en finit pas, toujours d'autres promesses non tenues, mensonges sur mensonges

Officiellement, le service remboursement est ""toujours en train de process mon remboursement"" plus de 4 MOIS après ma demande !
Je me suis donc résilié à envoyer une lettre de mise en demeure avec accusé de réception en espérant que cela fasse bouger les choses.

Ce 1 étoile est bien mérité malgré le fait que je ne puisse rien dire sur le produit qui m'attirait tant, c'est bien dommage.

Vous qui lisez cet avis, je vous en prie fuyez, allez voir la concurrence !
Je ne sais pas s'il s'agit d'un problème de gestion financière ou de quoi que ce soit d'autre, mais il semblerait que Circular se repose sur l'argent non remboursé à ses clients non satisfaits. Ne leur permettez pas de poursuivre leur tromperie.

Edit : Après la lettre de mise en demeure et mon commentaire assassin sur Trustpilot, j'ai finalement été remboursé sous 10 jours. Tant de tracas et de soucis inutiles ... J'était pourtant plein d'espoir en achetant la bague ... Merci Circular ...","1","2024-06-24T14:11:43.000Z","Paul","FR","2.0"
