Title,Content,Rating,Date,Author
Although my case is not resolved yet...,"Although my case is not resolved yet, I felt that the support group was thorough in their investigations. It is possible that,, being an engineer, I understand this approach.
I think the support team had two clear objectives: keep their customer happy, and see if and how to improve their product.",5,2025-04-16T20:57:27.000Z,
excellent product,what can i say? this is an excellent product! hard to say how precise it is because the ring turns around the (my) finger from time to time. but the important thing is your own improvement or disimprovement over time anyways. there is not a point in the reviews i've watched that was wrong - the batterie time feels even way better than 11 days.,5,2025-04-16T11:17:23.000Z,
Good ring but it gets scratched easily…,Good ring but it gets scratched easily even with the ring protector.,3,2025-04-16T06:19:19.000Z,
The ring fit perfect using the sizing…,"The ring fit perfect using the sizing kit. It stays charged a long time, and is more accurate than the watch that I have. The ring is for my husband and he is now more active since wearing it. He loves it. One of the reasons I got it was to let him know he does have sleep apnea, and the ring confirmed it. Nice job",5,2025-04-15T23:54:24.000Z,
"Fast, good quality, great insight in health","Fast shipping, good quality, great insight in health",5,2025-04-15T21:16:37.000Z,
RingConn Gen 2 Review from 🇩🇪,"RingConn Gen 2 Review – A Sleek Alternative to the Smartwatch

I’ve been using the RingConn Gen 2 for about three weeks now, and I have to say—I’m genuinely impressed.

Customer Support That Delivers
My experience started on a positive note even before the ring arrived. I accidentally ordered the wrong size, but after contacting customer support, they quickly and efficiently arranged for the correct size to be shipped instead. The entire process was smooth, and I received the perfectly fitting ring without any issues.

A Small Device with Big Capabilities
What really surprised me was how advanced this little ring is when it comes to tracking health data. It captures a wide range of metrics throughout the day with impressive accuracy. As someone who has used smartwatches in the past, I’d say the RingConn is a compelling alternative—especially for those looking for something more discreet and lightweight.

Whether you're monitoring workouts, sleep, or vital signs, the ring delivers solid insights. That said, during strength training or any activity involving weights, I’d recommend using finger tape to avoid potential scratches.

Comfort & Fit
I’m not someone who normally wears rings, but I quickly got used to this one. It feels natural on the finger and doesn’t shift or feel loose—even during runs or fast, sudden movements. I never once felt like it might fall off.

Final Thoughts & Sizing Tip
The RingConn Gen 2 combines style, comfort, and functionality in a surprisingly compact form. For anyone looking to track their health without the bulk of a smartwatch, this ring is absolutely worth considering.

My recommendation for sizing:
I suggest choosing a comfortable size for your index finger that also fits snugly on your middle finger and slightly looser on your ring finger. This gives you flexibility and ensures the ring stays comfortable throughout the day, no matter which finger you wear it on.",5,2025-04-15T20:39:11.000Z,
A great ring!,"Customer service was quick to respond via email. The ring is great! Battery lasts about 6+ days so far. It is thinner and sleeker than its competitors, which is a major plus for someone with smaller hands. The app is free (no monthly fee) and is insightful and informative. I am pleased with my purchase.",5,2025-04-15T20:37:46.000Z,
"The ring function and sizing is perfect, HSA covered too","The sizing experience was great, so far loving the ring. Needed an upgrade after having a Fitbit for 10 plus years. So far so good. Plus HSA covered it which was awesome.",5,2025-04-15T18:18:56.000Z,
Great ring,"Great ring, great app. Could be a bit more exercises though.",5,2025-04-15T18:03:39.000Z,
Not all sizes are available and you…,Not all sizes are available and you won't say that upfront. The whole process takes time so transparency is appreciated.,1,2025-04-15T18:02:11.000Z,
Impressive product,"Miraculous product! Crazy data volume for such a tiny form factor and informative and well organized app! Two issues though: 1) heavy gym training stats are inaccurate, 2) we must take off our rings when watching TV in bed or sleep stats are wrong.",4,2025-04-15T17:03:59.000Z,
Too bad you can't turn the ring off,"Too bad you can't turn the ring off, it just can be put into airplane mode.
Colors are not similar to what the site display too",3,2025-04-15T16:54:00.000Z,
Performance as advertised,Performance as advertised. Manual lacking.,4,2025-04-15T15:41:16.000Z,
Expensive for Plastic,For how expensive the ring is I expected the casing to be metal not a plastic shell. Feels extremely cheap like a smart ring you can get off of TEMU/WISH. The battery and app for the ring are pretty nice though.,3,2025-04-15T15:09:58.000Z,
Great product,"Happy about the product and the battery life and the information it provides, definitely comparable to Oura and probably a step up!",5,2025-04-15T14:40:06.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Fast and easy service & good product,Fast and easy service. Product as advertised!,5,2025-04-15T10:58:23.000Z,
RingConn is the best #1 in the industry,I never write reviews but I had to for RingConn This is a amazing company and amazing products and customer service is the best I love my ring it works exactly how they say it does and it helps me with my day to day life and tracking all my health stuff and it looks so great and it very light and durable and the battery is crazy awesome I get 12 days and it is accurate and the charging case is just amazing and the app is so easy to use and a clean interface I love it there is so much more great stuff about this ring I totally recommend RingConn and customer service is number 1 they will help you with anything like any questions any concerns they got you and get to you fast just amazing I can keep going on with how the company and the product and customer service is the best but this will become a book I 100% recommend RingConn they are the best they are way better then all the other rings on the market #1 you will be happy thank you RingConn,5,2025-04-14T06:04:50.000Z,
"Placed an order on March 9, never got anything","Placed an order on March 9.
It’s currently April 13 and I still haven’t even received my sizing kit.

Support didn’t help at all and just keeps on asking to be patient.

So far it seems like money wasted…
Terrible experience",1,2025-04-13T21:23:25.000Z,
Great product and no subscription…,Great product and no subscription required.,5,2025-04-13T05:25:33.000Z,
The return process unfortunately falls short.,The return process unfortunately does not work well for the customer. I had to change ring sizes due to the ring being to loose. I used the sizing kit to choose the correct ring but the actual ring size fit to loosely. I had to ship the old ring back before they would ship the replacement which I had to pay for shipping. Ringconn provided a shipping label which ended up being ground shipping. This meant the ring would not get back to ringconn for 3 to 5 days. Meaning the new ring would not be shipped until received. I will be without the ring for almost two weeks. I consider this poor customer service. As a note sleep data is vastly over stated. The REM and DEEP stats are between three and four hours a night combined. My apple watch and Garmin are both under 2 hours. Based on the return experience and data issues I don't recommend this Ring. One positive note the battery life is amazing.,2,2025-04-13T03:53:23.000Z,
They sent the ring size kit and it…,"They sent the ring size kit and it arrived quickly. The ring took longer, since it was coming from Hong Kong. Set up was easy and I have been using it since it arrived about a month ago",5,2025-04-11T21:09:28.000Z,
Useful for figuring out where to make changes,I really like having the ability to monitor my heart rate during exercise as well as my sleeping patterns. Its helped me make adjustments to have a better day. The sleep apnea tracker is helpful. The o2 isn't perfect but none really are. Overall worth the money! Even more so with no subscriptions,4,2025-04-11T16:14:36.000Z,
I had a first Gen ring and loved it,"I had a first Gen ring and loved it
Then the battery life started to deteriorate so I reached out for advise.
Your Customer Service folks were great.
They had me try several techniques to fix the problem but nothing helped.
Then they generously offered me a discount on a Gen2. Here we are!",5,2025-04-11T13:15:38.000Z,
works well but needs better appearance,"The ring it self works pretty decent, but I don't like the color and the shape of the ring, it's not perfect round",3,2025-04-11T04:42:33.000Z,
half sizes,"I loveee the tech, I'm only a bit disgruntled because I feel that the ring size tester wasn't entirely accurate. I tried the 8,9 size for a few days each, went with the 9. Only to receive my ring and its slightly too big for my pointer. Thankfully it fits on my middle finger, its just not the placement I intended. I've used it for about a month and love this tech over having to wear a bulky watch that's vying for attention.
I'm now debating if its worth purchasing the size down.",4,2025-04-09T20:16:09.000Z,
Ringconn is easy to use,I like the ease of use and looking at my steps and sleep amounts. Best part is no monthly fee!,5,2025-04-08T19:35:05.000Z,
Loving it so far,"Loving it so far! I've had the ring for a month, and it does everything as described. I also bought a protector for when I'm lifting weights, and it has worked perfectly to protect it. Also very happy there are no subscriptions.",5,2025-04-08T19:00:20.000Z,
The app was easy to set up,The app was easy to set up and the ring has so many features to it. I love that it has a long battery life and no subscription!,5,2025-04-08T18:17:09.000Z,
LOVE the RingConn!!!,"I love the RingConn! I got my husband and myself the RingConn Gen 2 because of the longer battery life and the sleep apnea monitoring - the measurements it gets is accurate and the fact that you don't have to pay for a subscription is amazing and the primary reason we didn't get an Oura ring. The RingConns are super light feeling and it's nice that you can sync it to Apple Health and the Android Health, too. The only comments I have are that I wish the app has an option to put in health issues that affect your vitals and that the sizing rings versus the RingConn feel slightly different (the RingConn feels a couple of millimeters larger than the practice one, so we just bought spacers to help the sizing which worked) but it's overall great! Would highly recommend - in fact, I've been telling so many of my coworkers and friends about it, haha :)",5,2025-04-08T16:51:56.000Z,
I am very happy with the Ringconn Gen…,"I am very happy with the Ringconn Gen 2. I purchased it mostly to track OSA, and sleep. It's lightweight, no subscription required, and tracks many different interesting health factors. I have recommended it to family and friends. Thanks!",5,2025-04-08T13:34:29.000Z,
Highly Recommend RingConn,"RingConn is great! I love that there is no subscription fee, and the amount of data you get from the ring is fantastic. It’s super slim on your finger so it isn’t irritating. It’s also the only ring on the market that tracks sleep apnea. This has helped me make a lot of lifestyle changes based on my health and help me catch when my anxiety starts spiking to start to regulate it.",5,2025-04-08T13:32:04.000Z,
The sizing kit and the actual ring size are different,"The sizing kit and the actual ring size are different. I had to ask for a exchange since the ring I got was loos so I went from size 11 from sizing kit to 10 in actual ring.
The shipping from hong kong to canada takes way too long, it would be much better to ship from USA to canada.
The data and analytics in the app are quite basic, the AI feature and goal plans could be utilized more to make the ring better.
The other use of the ring could be in the gym, I need to track my heart rate while working out but the ring takes data in certain intervals, so I wish there was a feature to track heart rate constantly while working out like the apple watch does.",3,2025-04-07T06:21:27.000Z,
"No ring, no refund, no real answers – feels like a scamI genuinely wish I had read more…","I genuinely wish I had read more reviews before placing my order. I’ve had one of the worst customer service experiences ever, and at this point, I feel completely scammed.

I placed an order in February and never received the ring. When I reached out to customer service, I was met with cold, robotic replies that all start and end exactly the same. Every time I asked a question, even if it was a follow-up on the same issue, they just copied and pasted the same paragraph. It’s like talking to a bot, not a real person. There’s zero effort to actually help or resolve anything.

After going back and forth for weeks, I still have NO ring, NO refund, and NO clear explanation of what’s going on. It honestly feels like they’re just stalling, hoping I’ll give up. Their process is incredibly frustrating and makes you feel powerless.

I wouldn’t recommend this company to anyone. The lack of transparency, accountability, and basic human support is shocking. Avoid at all costs.",1,2025-04-07T05:58:55.000Z,
Great product and customer service,Great product and customer service,5,2025-04-07T05:56:28.000Z,
I had an issue and the Customer Service…,"I had an issue and the Customer Service people were amazing. They resolved my issue, offered solutions and were patient and helpful and quick to respond!

Very impressive service!!",5,2025-04-06T04:57:33.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Data Accuracy,"The data provided by the ring in many cases is totally inaccurate. In particular the sleep analysis can be way off. For instance , it records me in deep sleep sometimes while sitting reading or on my phone prior to bed. Therefore, lying still in bed prior to falling asleep can be recorded totally wrong. Total sleep time and stages are generally not useful. Some other data like heartbeat may be much better.",2,2025-04-05T15:16:43.000Z,
My ring works as advertised.,My ring works as advertised. Good value and does as promised. No subscription for the buyer is a plus! So far happy with my RingConn!,5,2025-04-05T04:30:03.000Z,
"""You Get What You Pay For""","Great product & delivery. No problems. I was wearing a smart watch all day (including all night), but now remove it when I go to bed. I prefer to wear the RingConn while I sleep instead of the watch. Also, I purchase a cheap brand before I purchased the RingConn. It sparked a bit one time when I put the charging cord on it, & I had to sync it to get current info. ""You get what you pay for.""",5,2025-04-05T01:34:03.000Z,
A+++++++!!!!!,"Date of experience: March 07, 2025",5,2025-04-04T23:51:00.000Z,
Great ring!,"It was about a week from my order of the ring to receiving it. Considering it was coming from China, I think that is great service! The price was fantastic, I loved that I was able to use my FSA to pay for it, and the ring works great! Ultimately, I am thrilled that there is no subscription needed to access my own health data, I think it's ridiculous that there are rings out there where you have to pay a subscription, on top of a high price, to see your health information.",5,2025-04-04T14:26:12.000Z,
I LOVE my ring!,"I LOVE my ring!! It is so cute and it works so well! I have had it for 3 weeks and only charged it twice, it does awesome with my steps and sleep, my only complaint is that my stress scores don’t always seem to be super accurate but besides that it has been fantastic!",4,2025-04-04T13:50:22.000Z,
Good ordering experience,"The sizing kit is nice and arrived quickly. It was easy to confirm my size and complete my order. I was able to use the Shop app to track my shipment.
The Gen 2 is my first wearable purchase. I am pleased with the product. It's comfortable to wear and easy to use.",5,2025-04-01T15:33:24.000Z,
Great ring!,"Great ring to monitor sleep, heart rate, stress level and basic daily activities. The battery lasts forever as advertised which was a seller for me. I did a VO2max test at my doctor wearing the ring and the heart rate monitoring was very accurate on the treadmill setting.
It is very light, slim and comfortable. I have the silver one which looks great with my gold wedding ring and mechanical watch.

My wishes:
Add more sports OR A FEATURE to monitor and record your heart rate in real time (to be displayed on a graph after) while you're doing a demanding cardio activity other than the 4 on the app.
Add swimming and a general indoor cardio workout for stationary machines.
VO2max reading?",4,2025-04-01T14:27:47.000Z,
Easy to set up and Easy to use.,"Date of experience: March 04, 2025",5,2025-04-01T14:08:07.000Z,
Great product!,"Date of experience: March 04, 2025",5,2025-04-01T11:34:43.000Z,
More good than bad,"PROS: (1). Lightweight, attractive, well-built, comfortable to wear (2). User-friendly interface with easily understood and accessible data. GUI not “gimmicky” (3). Sleep apnea evaluation option (4). Fast response from customer service to questions (5). Outstanding battery life with fast recharge.
CONS: (1). Simply not dependable as a step-counting activity tracker. For instance, mowing on a riding lawn tractor for a few hours results in 17,000 steps counted. Per customer service: “certain devices may misinterpret some arm movements as walking, leading to an overestimation. Also, the ring estimates step count based on accelerometer data and other sensor inputs. Therefore, in daily life, certain movements—such as unconscious actions caused by ankle pain or hand movements while sitting—may sometimes be misinterpreted as steps, leading to an overestimation of step count.” So, 17,000 steps counted while seated. No sh*t, Sherlock! (2). Less than useful advice, like “The REM state still has room for improvement” without further recommendations.
OVERALL, while the device provides a wealth of data, much of that data and evaluation seems integrated into questionable accelerometer data, so the balance of the data feels less reliable than I had expected. However, I believe this is a common problem with ring-type trackers, and not unique to RingConn.",4,2025-03-29T02:23:01.000Z,
I’ve had a great experience with it,"I’ve had a great experience with it, the battery lasts a lot of time and I can monitor my sleep which is why I bought it for, the customer service is great, they are very friendly.",5,2025-03-28T17:45:45.000Z,
Very professional presentation and…,Very professional presentation and product!,5,2025-03-28T17:14:19.000Z,
Best decision I made,"Best decision I made. I finally ""get"" that I do, indeed, have sleep apnea. No other wearable would have told me this.",5,2025-03-28T16:31:55.000Z,
Great product and easy to use,"Date of experience: February 28, 2025",5,2025-03-28T13:42:14.000Z,
I like it but,I wish there was a thinner option. I also wonder how accurate the steps are. I wish there was an option for exercise other then running and walking.,3,2025-03-28T15:20:19.000Z,
Love this ring,"Love this ring, lightweight but durable and tracks your health stats accurately. I love the very quick charging and that I can wear it all day.",5,2025-03-28T11:41:38.000Z,
I placed an order for my ring on 21/03,"I placed an order for my ring on 21/03, and the sizing box is still stuck in Hong Kong. Is this some kind of joke? Will I even receive my ring this year?

I’m extremely disappointed with the delay.",1,2025-03-27T19:58:57.000Z,
Purchased Two rings,"Purchased Two rings, Gold and Rose Gold for my Hubby and I and we couldn't be Happier. The information is accurate we have checked and the battery life is great. Ring feels comfortable you forget it's there and it looks like a piece of jewelry instead of a bulky object. We have already referred friends and will continue to do so.",5,2025-03-27T14:20:01.000Z,
Love the features,Customer service was helpful and I absolutely love the RingConn 2. The features have been very beneficial in tracking my overall health.,5,2025-03-17T04:07:32.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Loyal Gen1 User - Soon to be Signing Off.,"Ringconn Gen1 user here.

I've been using my Gen1 ring now religiously for around 14months, and the battery has started to last only a few hours - not the 1 week or so that it did when it was new.

I've had a cracking experience with this ring, but its days are now numbered - sadly.

Now, I did message Ringconn on a social media channel, which never got a reply and is basically rubbish service (especially these days - not even an acknowledgement).

To this end, I won't be upgrading to a Gen2 and I'll be going elsewhere for my next wearable ring tech.",3,2025-03-14T22:36:16.000Z,
Easy to order,Easy to order. Sizing kit arrived quickly and I was able to figure out my size easily. Battery life is great. I receive a lot of information from the ring. It paired up with my phone with no problems. I prefer the ring over my watch which I no longer use! Being able to use the app to get the information without a monthly subscription fee was the final factor in picking RingConn over the competition.,5,2025-03-10T01:59:19.000Z,
I love my RingConn ring,"I love my RingConn ring. It gives me great data while sleeping and working out. It integrates easily with Health Connect app on Android.

I charge it while I'm in the shower, and that is enough to keep it charged. I've gone days without charging.",5,2025-03-08T22:02:22.000Z,
Excellent Customer Service…,My ring stopped working and I contacted Ringconn. They were very quick to respond and assisted with troubleshooting. Unfortunately that did not fix the issue. They quickly sent me a new ring as it was under warranty. Great Customer Service!!!,5,2025-03-08T20:29:40.000Z,
3 weeks + delivery…,"I placed my order on Feb 16th and I’m still waiting for it, 3 weeks later. The carriers they pick to deliver within EU are terrible! Yun Express delayed the package, then it was delayed in Hungary and now it’s being delayed by the local carrier that Yun works with. I keep calling carrier and they can’t give me an estimated delivery. This company really needs to work on its logistics! You can’t be paying $250 for something to be delivered by such low grade carriers! You’ve got DHL, FedEx, UPS … all of them work internationally and deliver within the EU! Ridiculous!",1,2025-03-07T13:28:37.000Z,
Ringe size change RingConn Gen 2.,"I had to change my RingConn Gen 2 Mate Black size 13 to size 12 and had a good customer experience with the RingConn support Team in changing the ring size against a little fee. I think the difference to the the size kit is also quite strong related to the swelling in cold and warm weather also the swelling in the night. For example with ring size 12, i can use it in the night an the left indexfinger and in daytime on the right index finger, while with size 13 i can wear in the night at the right index finger, but in daytime i'm losing it from both index fingers. Regarding functionality i'm quite happy, regarding walking steps it seems to overestimate in comparison to my Garmin Fenix 7 watch. I' very happy with sleep recording and sleep apnoe screening. The app is fine, but the apps from other smart rings are a little nicer regarding design and overview charts.",5,2025-03-07T15:30:55.000Z,
I've had a seamless experience with…,I've had a seamless experience with purchasing my RingConn and it has been working great! Love that there's not a monthly fee to see my stats!,5,2025-03-06T22:50:59.000Z,
Great customer support,"Recently I had ordered my sizing kit to an APO address, which I wasn’t aware that it wasn’t something that can be shipped to directly. Reached out to the support team and let them know of the situation and request to mail it elsewhere, which was done flawlessly by the support team and also did the same for my actual RingConn 2, which helped a lot in being able to get the device and sizing kit.",5,2025-03-06T15:18:33.000Z,
Great,"Great, fast customer service! Plus the ring seems to be very accurate and comfortable 👍🏼
Can't wait for my upgrade to gen 2
For people complaing about scuffs, trust me I'm in the worse machine environment and I wore my gen 1 24/7
It's been through hell and back with minimal scuffs. Now I got a gen 2 and found silicon ring guards for ringconn. 6 different colors for 8 or 9 dollars. I use matte black which is the color of my ring and you can't tell it's on. Any ring will scuff but this one is tough!",5,2025-03-06T20:40:58.000Z,
Best choice I've made,"The ring is beautiful, very light and feels good on the finger. The best thing for me is the long lasting battery. Fantastic: up to 12 days without charging. Compliments.",5,2025-03-05T16:16:20.000Z,
Good,"I accidentally bought a second charging case along with the ring because the website had it labeled incorrectly. Nowhere did I find any indication that it was already included in the package. Yes, it did seem odd to me that they would sell it without one, but these days, phones are also often sold with just a cable, for example. So, I ended up unnecessarily spending an extra $40 or so.

The delivery took 14 days, which seems quite long to me. A fulfillment warehouse in Europe wouldn’t be a bad idea.",4,2025-03-05T15:24:24.000Z,
I work with my hands and it’s kinda…,I work with my hands and it’s kinda hard to protect the ring. It’s getting a bit scuffed up and I’ve only had it for a couple of months. But it’s still working.,4,2025-03-05T04:48:06.000Z,
Easy to use,Easy to use. No app subscriptions.,5,2025-03-05T01:31:48.000Z,
Excellent monitor,The ring is very accurate and the battery is long lasting (even with the first edition). The service is quick and very professional. Its a great product and I am so very happy to be able to wear a regular watch and still monitor my health.,5,2025-03-05T00:33:49.000Z,
Thanks for the great support,Thanks for the great support,5,2025-03-04T22:01:31.000Z,
Horrible service,"Horrible service , I returned my ring about 3 weeks ago and still have not received a refund . I received the incorrect size twice . I was never able to sisal to anyone and never received a response .",1,2025-03-04T18:19:15.000Z,
I love my ring,"I love my ring. The style is awesome. I do wish it recorded more workouts such as hiit training, aerobics, and weight lifting. However, otherwise I am in love with my Ring Conn.",5,2025-03-04T17:15:09.000Z,
I have a new ring that I can't use…,I have a new ring that I can't use because it's the wrong size. I need the correct size ring...,1,2025-03-04T17:09:38.000Z,
So far I can give the RingConn…,So far I can give the RingConn team five stars but it’s hard to rate the actual product that high. I got my first ring in late November 2024 and something happened to the battery within a few months. I got my second ring in February as a replacement. The support team was great with the whole process. The ring does what it is supposed to. The thinner side walls make for a very comfortable wear. Hopefully this one will last longer than my first one did.,4,2025-03-04T16:55:33.000Z,
Super Ring funktioniert alles.,"Date of experience: January 28, 2025",5,2025-03-04T16:44:08.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Great service,Great service! Thanks guys.,5,2025-03-04T16:33:59.000Z,
"Asked for Refund, Got a Runaround","Purchased for my older father who is not great with tech. Reached out to customer service numerous times that the ring is not working properly and we'd like to return it. Kept getting a run around to have my father submit logs. I made it clear we weren't interested in beta testing or problem solving, we were asking for a refund. Never given.",1,2025-03-04T16:15:52.000Z,
Very happy with purchase,"Very happy with purchase. Ring is comfortable, accurate. No subscription needed",5,2025-03-04T03:00:14.000Z,
Do not order from ringconn,Do not order anything from this company! Ships out of china took over a month to receive item. Customer service doesn’t email you anything when they verbally tell you they will. Purchase from any other smart ring company but them.,1,2025-03-03T23:12:34.000Z,
Day 1 user of the Gen 1 Ring.,"Day 1 user of the Gen 1 Ring.
Overall very satisfied with the product, the price and the possibility of not needing any supscription.
After nearly 2 years, the battery of my Gen1 Ring had a slight problem, which could be resolved very fast after contacting customer support. Will recommend this firm when friends are in need of a smart ring!",5,2025-03-03T21:24:50.000Z,
Overall great,"Works well, wears very comfortabel, does not scratch, many parameters in the app, responsive service desk, active further development, overall great.",5,2025-03-03T10:18:35.000Z,
I am quite pleased with my RingConn Gen 3,"I ordered my RingConn 2 during the Kickstarter campaign. I am a patient person and found no problems with that process, they kept me informed and delivered when promised.

I have been enjoying my ring very much, I’m not concerned with super accuracy, but use it to measure my sleep, stress, activity trends. When I reached out to them about a problem, they responded promptly and the ring was ultimately replaced.

There is always room for improvement but I recommend the ring and the company.",4,2025-03-02T22:12:01.000Z,
General use,"This ring is awesome compared to one of your competitors. I like the fact that you get more than 4 days of charging and when you do need a charge a friendly reminder notifies you to do so with plenty of time still on a charge. No subscription is need too. Only drawback would be the limited amount of sports you can choose from under the Exercise tab. If they would add tennis or pickleball to the list that would be helpful,",5,2025-03-02T20:27:41.000Z,
All is well done.,"All is well done.
Funny enough I like the plastic which ist ment to be put around the ring as protection. I use the plastic ring in front of the ring as protection against loosing the ring (I have lost already 2 rings (-:.
What I do not yet know is: how do I bring the data into the app if I want to tell, that I have done 90 minutes strenth training or 30 minutes orgometer (cardio-) training.",5,2025-03-02T18:56:55.000Z,
Unable to sign in to account,Unable to sign in to account. Called and no one contacted me,1,2025-03-02T18:31:03.000Z,
Great product and great customer service,"Date of experience: March 01, 2025",5,2025-03-02T18:17:31.000Z,
Sleep Apnea recognition works very well,"Sleep apnea recognition works very well. I hope that future software updates will recognize even more sporting activities (such as swimming, horse riding, etc.)",4,2025-03-02T16:27:34.000Z,
Gives great ongoing info about my…,Gives great ongoing info about my health to share with my doctor and myslf.,5,2025-03-02T11:17:03.000Z,
"Gen 2 is great, Service is best!","Gen 2 is great! Ecact Steps, Heart Rate, Sleep Apnoe fits with medical Check and Looks genius - App also very good. Im glad but the best is the customer Service - got a free replacement from size 14 to size 13 even after few weeks of usage! Thats what i call Service!👍👍👍",5,2025-03-02T05:51:23.000Z,
What RingConn does it does very well…,What RingConn does it does very well but it is significantly lacking in activity options. Right now it only offers 4 very basic activities. Hopefully this can be fixed with software updates in the near future.,4,2025-03-02T03:49:19.000Z,
Sleep monitor - check!,"I bought ringconn specifically for sleep patterns. This ring has exceeded my expectations. I've been wearing it non-stop for almost 2 months. It's so thin and easy I forget it's on my finger. Definitely opt to get the sizing kit as it fits differently.
ns FINALLY my big love is battery life. I get at least 10 days but often more than advertised...I get 14-16 days on a single charge. That blasts all other smart rings away.
And all this data keeps syncing without a monthly fee! That was a showstopper for me. Get this smart ring. It's awesome!",5,2025-03-02T02:47:14.000Z,
This ring is great,This ring is great. Has so much information.,5,2025-03-01T21:41:31.000Z,
Buying and using the RingConn2,"Key points: Pros- great service, smooth buying experience and love the product. Sleep tracking is excellent. (For women- cycle tracking aspect is intuitive and un-intrusive)
Cons- only registers running and cycling as exercises, no manual entry for other forms of exercise or times when you can't wear it.

I backed the RingConn2 in its Kickstarter campaign. The whole process was smooth and hassle free. I got my sizing kit fairly quickly, and wore a few different sizes to see what felt right. I found it very difficult to select the right size, but eventually settled on one. When the time came, I selected my colour and size, and sat back and waited for my order to be shipped. Once I got it, I discovered that the fit was not as I expected, but enough larger than the demo sizer to not fit me properly, so I requested a size exchange. This went through without a hitch, and I absolutely LOVE my RingConn2 ring! It tracks my sleep very well (which is the main reason I got it) and all my other bios. The one and only nit that I would pick would be that you can't enter manual exercise entries, and the ring only records running & cycling. This means that the fitness classes that I do where I can't wear the ring don't get recognised as active/activity times. Also, it doesn't register any of the fitness classes I do as exercise, and if it's a low/no impact class that doesn't register any steps but does raise the heartrate, the app registers my exercise as moderate stress.
This is not enough of an issue to impact my satisfaction with the ring and the process of buying it online.
The cycle tracking is fairly basic but pretty easy to use and easy enough to modify if needed. The interface is intuitive and un-intrusive.",5,2025-03-01T14:04:35.000Z,
Great product,Great product,5,2025-03-01T05:20:27.000Z,
I love the RingConn but,I love the RingConn. This is my second one. The first one just stopped working one day. I submitted a support ticket & they replaced it. That was fantastic. Unfortunately the second one after about a year of use the battery went from lasting 6 or 7 days to nos barely surviving 24 hours. It happened overnight. I have fully charged it several times & run it dead but treated no improvement in the battery life.,3,2025-03-01T04:50:11.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
